48,19552,-2719,4778,-2098,-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

49,19968,-3179,4763,-1613,-13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

50,20384,-3639,4692,-1082,-11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

51,20800,-4174,4559,-439,-5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

52,21216,-4572,4334,238,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

53,21632,-4786,4185,591,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

54,22048,-4918,3852,1084,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

55,22464,-4823,2903,1933,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

56,22880,-4835,2069,2774,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

57,23296,-4798,1631,3200,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

58,23712,-4714,1093,3651,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

59,24128,-4575,479,4195,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

60,24544,-4365,-213,4596,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

61,24960,-4226,-564,4809,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

62,25376,-3800,-1060,4874,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

63,25792,-2960,-1851,4809,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

64,26208,-2104,-2707,4819,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

65,26624,-1610,-3170,4781,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

66,27040,-1085,-3618,4704,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

67,27456,-487,-4143,4565,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

68,27872,224,-4554,4355,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

69,28288,594,-4764,4198,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

70,28704,1084,-4857,3796,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

71,29120,1878,-4786,2937,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

72,29536,2696,-4798,2078,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

73,29952,3175,-4776,1593,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

74,30368,3663,-4702,1081,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

75,30784,4157,-4557,424,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

76,31200,4559,-4353,-242,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

77,31616,4763,-4205,-593,-5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

78,32032,4899,-3865,-1094,-13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

79,32448,4812,-2917,-1937,-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

80,32864,4812,-2083,-2778,-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

81,33280,4763,-1638,-3210,-27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

82,33696,4695,-1097,-3664,-29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

83,34112,4553,-484,-4205,-30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

84,34528,4346,207,-4616,-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

85,34944,4182,558,-4804,-26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

86,35360,3777,1044,-4891,-23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

87,35776,2934,1847,-4823,-18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

88,36192,2078,2709,-4829,-16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

89,36608,1600,3157,-4795,-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

90,37024,1065,3589,-4718,-13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

91,37440,469,4123,-4579,-14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

92,37856,-226,4540,-4365,-16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

93,38272,-597,4754,-4205,-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

94,38688,-1103,4852,-3797,-18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

95,39104,-1885,4778,-2951,-18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

96,39520,-2716,4791,-2095,-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

97,39936,-3192,4763,-1610,-13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

98,40352,-3639,4683,-1091,-12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

99,40768,-4177,4556,-441,-6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

100,41184,-4579,4337,238,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

101,41600,-4792,4191,595,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

102,42016,-4918,3845,1087,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

103,42432,-4829,2900,1946,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

104,42848,-4823,2072,2764,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

105,43264,-4786,1621,3197,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

106,43680,-4721,1102,3648,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

107,44096,-4572,470,4195,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

108,44512,-4362,-213,4599,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

109,44928,-4192,-562,4785,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

110,45344,-3803,-1066,4880,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

111,45760,-2957,-1851,4800,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

112,46176,-2126,-2697,4803,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

113,46592,-1610,-3170,4785,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

114,47008,-1088,-3621,4704,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

115,47424,-476,-4131,4550,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

116,47840,222,-4551,4349,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

117,48256,597,-4761,4191,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

118,48672,1096,-4857,3790,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

119,49088,1868,-4798,2928,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

120,49504,2702,-4798,2100,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

121,49920,3181,-4767,1597,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

122,50336,3626,-4699,1078,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

123,50752,4157,-4575,429,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

124,51168,4565,-4359,-242,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

125,51584,4760,-4199,-593,-5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

126,52000,4905,-3856,-1094,-13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

127,52416,4812,-2929,-1947,-21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

128,52832,4800,-2089,-2781,-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

129,53248,4781,-1641,-3219,-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

130,53664,4689,-1106,-3661,-29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

131,54080,4544,-494,-4202,-30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

132,54496,4337,212,-4616,-29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

133,54912,4182,557,-4795,-27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

134,55328,3784,1053,-4887,-23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

135,55744,2925,1834,-4820,-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

136,56160,2085,2696,-4829,-16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

137,56576,1597,3160,-4798,-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

138,56992,1065,3604,-4718,-14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

139,57408,471,4114,-4575,-14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

140,57824,-226,4537,-4372,-17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

141,58240,-599,4757,-4208,-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

142,58656,-1103,4856,-3809,-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

143,59072,-1891,4772,-2957,-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

144,59488,-2722,4788,-2095,-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

145,59904,-3179,4757,-1613,-14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

146,60320,-3636,4692,-1079,-12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

147,60736,-4171,4547,-439,-6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

148,61152,-4585,4334,240,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

149,61568,-4779,4182,595,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

150,61984,-4918,3852,1081,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

151,62400,-4823,2909,1943,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

152,62816,-4838,2069,2764,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

153,63232,-4798,1627,3197,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

154,63648,-4711,1105,3645,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

155,64064,-4548,462,4191,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

156,64480,-4341,-212,4593,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

157,64896,-4202,-560,4791,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

158,65312,-3800,-1057,4877,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

159,65728,-2951,-1839,4806,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

160,66144,-2098,-2716,4809,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

161,66560,-1594,-3173,4788,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

162,66976,-1088,-3624,4704,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

163,67392,-486,-4128,4568,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

164,67808,223,-4548,4352,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

165,68224,596,-4764,4195,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

166,68640,1096,-4872,3802,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

167,69056,1875,-4792,2931,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

168,69472,2696,-4798,2091,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

169,69888,3169,-4776,1609,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

170,70304,3617,-4702,1071,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

171,70720,4154,-4560,428,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

172,71136,4559,-4362,-243,-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

173,71552,4766,-4196,-596,-6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

174,71968,4908,-3862,-1094,-14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

175,72384,4809,-2917,-1944,-22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

176,72800,4803,-2073,-2781,-26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

177,73216,4778,-1650,-3204,-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

178,73632,4695,-1091,-3661,-31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

179,74048,4556,-489,-4202,-30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

180,74464,4340,211,-4606,-30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

181,74880,4185,558,-4804,-26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

182,75296,3784,1053,-4894,-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

183,75712,2919,1847,-4820,-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

184,76128,2082,2696,-4826,-17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

185,76544,1581,3166,-4810,-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

186,76960,1065,3601,-4721,-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

187,77376,469,4120,-4579,-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

188,77792,-226,4531,-4362,-18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

189,78208,-604,4754,-4202,-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

190,78624,-1109,4840,-3803,-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

191,79040,-1876,4775,-2944,-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

192,79456,-2725,4775,-2110,-16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

193,79872,-3201,4788,-1610,-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

194,80288,-3643,4692,-1085,-12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

195,80704,-4171,4544,-442,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

196,81120,-4575,4337,241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

197,81536,-4776,4173,591,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

198,81952,-4909,3842,1081,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

199,82368,-4832,2897,1946,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

200,82784,-4714,2180,2863,197,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

201,83200,-4424,1977,3558,657,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

202,83616,-4112,1702,4247,1071,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

203,84032,-3751,1226,5035,1461,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

204,84448,-3290,843,5656,1862,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

205,84864,-2941,700,6045,2214,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

206,85280,-2373,373,6311,2492,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

207,85696,-1394,-278,6369,2715,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

208,86112,-601,-1038,6462,2885,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

209,86528,140,-1431,6518,3011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

210,86944,708,-1829,6505,3104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

211,87360,1405,-2317,6391,3166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

212,87776,2041,-2734,6168,3169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

213,88192,2415,-2948,6005,3157,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

214,88608,2897,-3053,5594,3141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

215,89024,3679,-2991,4729,3129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

216,89440,4513,-2985,3879,3123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

217,89856,4979,-2966,3391,3113,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

218,90272,5443,-2914,2863,3107,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

219,90688,5934,-2784,2168,3089,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

220,91104,6341,-2561,1526,3070,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

221,91520,6354,-2614,1031,2780,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

222,91936,6039,-2710,66,1986,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

223,92352,5597,-2163,-1150,1349,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

224,92768,5226,-1672,-2364,855,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

225,93184,4846,-1573,-3127,108,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

226,93600,4507,-1338,-3890,-424,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

227,94016,4025,-933,-4733,-949,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

228,94432,3527,-592,-5422,-1425,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

229,94848,3141,-495,-5864,-1863,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

230,95264,2533,-208,-6160,-2212,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

231,95680,1507,414,-6244,-2484,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

232,96096,697,1139,-6383,-2713,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

233,96512,-65,1495,-6460,-2880,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

234,96928,-658,1875,-6472,-3006,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

235,97344,-1394,2316,-6380,-3124,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

236,97760,-2067,2709,-6188,-3176,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

237,98176,-2444,2916,-6027,-3195,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

238,98592,-2929,3024,-5638,-3182,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

239,99008,-3698,2956,-4776,-3170,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

240,99424,-4529,2962,-3914,-3167,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

241,99840,-4999,2980,-3420,-3151,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

242,100256,-5422,2885,-2889,-3142,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

243,100672,-5975,2740,-2194,-3127,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

244,101088,-6383,2517,-1567,-3121,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

245,101504,-6577,2387,-1215,-3099,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

246,101920,-6704,2044,-874,-3096,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

247,102336,-6605,1133,150,-3068,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

248,102752,-6055,843,1522,-2126,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

249,103168,-5555,849,2431,-1307,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

250,103584,-5070,740,3302,-758,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

251,104000,-4551,416,4207,54,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

252,104416,-3998,147,4970,660,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

253,104832,-3525,108,5436,1189,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

254,105248,-2880,-136,5798,1615,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

255,105664,-1832,-709,5937,1970,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

256,106080,-807,-1434,6082,2242,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

257,106496,-178,-1764,6196,2468,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

258,106912,439,-2104,6224,2641,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

259,107328,1173,-2552,6156,2758,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

260,107744,1841,-2932,5968,2820,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

261,108160,2208,-3142,5804,2817,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

262,108576,2706,-3253,5405,2808,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

263,108992,3481,-3188,4540,2798,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

264,109408,4300,-3192,3685,2780,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1

265,109824,4788,-3173,3187,2777,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

266,110240,5214,-3108,2662,2767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

267,110656,5745,-2975,1973,2752,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

268,111072,6144,-2762,1340,2746,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

269,111488,6351,-2605,973,2733,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

270,111904,6480,-2277,493,2715,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

271,112320,6385,-1354,-365,2696,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

272,112736,6369,-679,-1221,2684,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

273,113152,6335,-64,-1638,2681,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

274,113568,6252,455,-2104,2659,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

275,113984,6100,1136,-2657,2656,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

276,114400,5887,1757,-3071,2641,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

277,114816,5724,2103,-3260,2638,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

278,115232,5304,2588,-3361,2631,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

279,115648,4457,3376,-3297,2622,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

280,116064,3614,4232,-3297,2628,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

281,116480,3101,4670,-3281,2616,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

282,116896,2579,5112,-3219,2601,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

283,117312,1902,5637,-3071,2594,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

284,117728,1266,6036,-2873,2579,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

285,118144,883,6230,-2713,2560,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

286,118560,382,6323,-2324,2548,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

287,118976,-401,6255,-1477,2529,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

